INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,SMILES,MS_READY_SMILES,QSAR_READY_SMILES
121268-17-5,CASRN,DTXSID7047801,Alendronate sodium,O.O.O.[Na+].NCCCC(O)(P(O)(O)=O)P(O)([O-])=O,NCCCC(O)(P(O)(O)=O)P(O)(O)=O,NCCCC(O)(P(O)(O)=O)P(O)(O)=O
1212-72-2,CASRN,DTXSID1047780,"Benzeneethanamine, N,慣,慣-trimethyl-, sulfate (2:1)",OS(O)(=O)=O.CNC(C)(C)CC1=CC=CC=C1.CNC(C)(C)CC1=CC=CC=C1,CNC(C)(C)CC1=CC=CC=C1,CNC(C)(C)CC1=CC=CC=C1
121288-39-9,CASRN,DTXSID3046748,Loxoribine,NC1=NC2=C(N(CC=C)C(=O)N2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1,NC1=NC2=C(N(CC=C)C(=O)N2C2OC(CO)C(O)C2O)C(=O)N1,NC1=NC2=C(N(CC=C)C(=O)N2C2OC(CO)C(O)C2O)C(=O)N1
1213-06-5,CASRN,DTXSID7023011,Ethebenecid,CCN(CC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O,CCN(CC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O,CCN(CC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O
121-32-4,CASRN,DTXSID5021968,3-Ethoxy-4-hydroxybenzaldehyde,CCOC1=C(O)C=CC(C=O)=C1,CCOC1=C(O)C=CC(C=O)=C1,CCOC1=C(O)C=CC(C=O)=C1
121-33-5,CASRN,DTXSID0021969,4-Hydroxy-3-methoxybenzaldehyde,COC1=C(O)C=CC(C=O)=C1,COC1=C(O)C=CC(C=O)=C1,COC1=C(O)C=CC(C=O)=C1
121-39-1,CASRN,DTXSID8025886,"Ethyl 2,3-epoxy-3-phenylpropionate",CCOC(=O)C1OC1C1=CC=CC=C1,CCOC(=O)C1OC1C1=CC=CC=C1,CCOC(=O)C1OC1C1=CC=CC=C1
1214-39-7,CASRN,DTXSID7032630,N-Benzyladenine,C(NC1=C2N=CN=C2N=CN1)C1=CC=CC=C1,C(NC1=C2N=CN=C2N=CN1)C1=CC=CC=C1,C(NC1=C2N=CN=C2N=CN1)C1=CC=CC=C1
121-44-8,CASRN,DTXSID3024366,Triethylamine,CCN(CC)CC,CCN(CC)CC,CCN(CC)CC
121-45-9,CASRN,DTXSID4026979,Trimethyl phosphite,COP(OC)OC,COP(OC)OC,COP(OC)OC
121-47-1,CASRN,DTXSID6024462,3-Aminobenzenesulfonic acid,NC1=CC(=CC=C1)S(O)(=O)=O,NC1=CC(=CC=C1)S(O)(=O)=O,NC1=CC(=CC=C1)S(O)(=O)=O
121-54-0,CASRN,DTXSID6023810,Benzethonium chloride,[Cl-].CC(C)(C)CC(C)(C)C1=CC=C(OCCOCC[N+](C)(C)CC2=CC=CC=C2)C=C1,CC(C)(C)CC(C)(C)C1=CC=C(OCCOCC[N+](C)(C)CC2=CC=CC=C2)C=C1,CC(C)(C)CC(C)(C)C1=CC=C(OCCOCC[N+](C)(C)CC2=CC=CC=C2)C=C1
121552-61-2,CASRN,DTXSID1032359,Cyprodinil,CC1=NC(NC2=CC=CC=C2)=NC(=C1)C1CC1,CC1=NC(NC2=CC=CC=C2)=NC(=C1)C1CC1,CC1=NC(NC2=CC=CC=C2)=NC(=C1)C1CC1
1215-83-4,CASRN,DTXSID7047807,Clobutinol hydrochloride,Cl.CC(CN(C)C)C(C)(O)CC1=CC=C(Cl)C=C1,CC(CN(C)C)C(C)(O)CC1=CC=C(Cl)C=C1,CC(CN(C)C)C(C)(O)CC1=CC=C(Cl)C=C1
121-59-5,CASRN,DTXSID4020246,Carbarsone,NC(=O)NC1=CC=C(C=C1)[As](O)(O)=O,N/A,N/A
121-60-8,CASRN,DTXSID8026981,4-(Acetylamino)benzenesulfonyl chloride,CC(=O)NC1=CC=C(C=C1)S(Cl)(=O)=O,CC(=O)NC1=CC=C(C=C1)S(Cl)(=O)=O,CC(=O)NC1=CC=C(C=C1)S(Cl)(=O)=O
121-61-9,CASRN,DTXSID4041529,4'-Sulfamylacetanilide,CC(=O)NC1=CC=C(C=C1)S(N)(=O)=O,CC(=O)NC1=CC=C(C=C1)S(N)(=O)=O,CC(=O)NC1=CC=C(C=C1)S(N)(=O)=O
1216-44-0,CASRN,DTXSID5034729,Methyl 9-hydroxy-9H-fluorene-9-carboxylate,COC(=O)C1(O)C2=C(C=CC=C2)C2=C1C=CC=C2,COC(=O)C1(O)C2=C(C=CC=C2)C2=C1C=CC=C2,COC(=O)C1(O)C2=C(C=CC=C2)C2=C1C=CC=C2
121-66-4,CASRN,DTXSID6020066,"2-Amino-5-nitro-1,3-thiazole",NC1=NC=C(S1)[N+]([O-])=O,NC1=NC=C(S1)[N+]([O-])=O,NC1=NC=C(S1)[N+]([O-])=O
1216920-18-1,CASRN,DTXSID0046307,Falnidamol dihydrochloride,Cl.Cl.CN1CCC(CC1)NC1=NC2=C(NC3=CC(Cl)=C(F)C=C3)N=CN=C2C=N1,CN1CCC(CC1)NC1=NC2=C(NC3=CC(Cl)=C(F)C=C3)N=CN=C2C=N1,CN1CCC(CC1)NC1=NC2=C(NC3=CC(Cl)=C(F)C=C3)N=CN=C2C=N1
121-69-7,CASRN,DTXSID2020507,"N,N-Dimethylaniline",CN(C)C1=CC=CC=C1,CN(C)C1=CC=CC=C1,CN(C)C1=CC=CC=C1
121-72-2,CASRN,DTXSID9051618,"N,N,3-Trimethylaniline",CN(C)C1=CC(C)=CC=C1,CN(C)C1=CC(C)=CC=C1,CN(C)C1=CC(C)=CC=C1
121-73-3,CASRN,DTXSID4021971,1-Chloro-3-nitrobenzene,[O-][N+](=O)C1=CC=CC(Cl)=C1,[O-][N+](=O)C1=CC=CC(Cl)=C1,[O-][N+](=O)C1=CC=CC(Cl)=C1
1217457-81-2,CASRN,DTXSID8049040,(S)-(+)-Dimethindene maleate,OC(=O)\C=C/C(O)=O.C[C@@H](C1=C(CCN(C)C)CC2=C1C=CC=C2)C1=NC=CC=C1,"CC(C1=C(CCN(C)C)CC2=CC=CC=C12)C1=NC=CC=C1,OC(=O)C=CC(O)=O",CC(C1=C(CCN(C)C)CC2=CC=CC=C12)C1=NC=CC=C1
121-75-5,CASRN,DTXSID4020791,Malathion,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
1217623-74-9,CASRN,DTXSID9046863,Halofuginone hydrochloride,Cl.O[C@@H]1CCCN[C@H]1CC(=O)CN1C=NC2=CC(Br)=C(Cl)C=C2C1=O,OC1CCCNC1CC(=O)CN1C=NC2=CC(Br)=C(Cl)C=C2C1=O,OC1CCCNC1CC(=O)CN1C=NC2=CC(Br)=C(Cl)C=C2C1=O
121-79-9,CASRN,DTXSID5021201,Gallic acid n-propyl ester,CCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CCCOC(=O)C1=CC(O)=C(O)C(O)=C1
121808-62-6,CASRN,DTXSID0046199,Pidotimod,OC(=O)[C@@H]1CSCN1C(=O)[C@@H]1CCC(=O)N1,OC(=O)C1CSCN1C(=O)C1CCC(=O)N1,OC(=O)C1CSCN1C(=O)C1CCC(=O)N1
121-81-3,CASRN,DTXSID0045836,Nitromide,NC(=O)C1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,NC(=O)C1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,NC(=O)C1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O
1218-35-5,CASRN,DTXSID3045223,Xylometazoline hydrochloride,Cl.CC1=CC(=CC(C)=C1CC1=NCCN1)C(C)(C)C,CC1=CC(=CC(C)=C1CC1=NCCN1)C(C)(C)C,CC1=CC(=CC(C)=C1CC1=NCCN1)C(C)(C)C
121-86-8,CASRN,DTXSID3026984,2-Chloro-1-methyl-4-nitrobenzene,CC1=CC=C(C=C1Cl)[N+]([O-])=O,CC1=CC=C(C=C1Cl)[N+]([O-])=O,CC1=CC=C(C=C1Cl)[N+]([O-])=O
121-87-9,CASRN,DTXSID4021973,2-Chloro-4-nitroaniline,NC1=C(Cl)C=C(C=C1)[N+]([O-])=O,NC1=C(Cl)C=C(C=C1)[N+]([O-])=O,NC1=C(Cl)C=C(C=C1)[N+]([O-])=O
121-88-0,CASRN,DTXSID1020063,2-Amino-5-nitrophenol,NC1=C(O)C=C(C=C1)[N+]([O-])=O,NC1=C(O)C=C(C=C1)[N+]([O-])=O,NC1=C(O)C=C(C=C1)[N+]([O-])=O
121-89-1,CASRN,DTXSID1025722,3-Nitroacetophenone,CC(=O)C1=CC=CC(=C1)[N+]([O-])=O,CC(=O)C1=CC=CC(=C1)[N+]([O-])=O,CC(=O)C1=CC=CC(=C1)[N+]([O-])=O
121-90-4,CASRN,DTXSID9025740,3-Nitrobenzoyl chloride,[O-][N+](=O)C1=CC(=CC=C1)C(Cl)=O,[O-][N+](=O)C1=CC(=CC=C1)C(Cl)=O,[O-][N+](=O)C1=CC(=CC=C1)C(Cl)=O
121-91-5,CASRN,DTXSID3021485,"1,3-Benzenedicarboxylic acid",OC(=O)C1=CC(=CC=C1)C(O)=O,OC(=O)C1=CC(=CC=C1)C(O)=O,OC(=O)C1=CC(=CC=C1)C(O)=O
12192-57-3,CASRN,DTXSID5046013,Aurothioglucose,[Au+].[H]O[C@@]1([H])C([S-])O[C@H](CO)[C@@H](O)[C@@H]1O,N/A,N/A
121-92-6,CASRN,DTXSID0025737,3-Nitrobenzoic acid,OC(=O)C1=CC=CC(=C1)[N+]([O-])=O,OC(=O)C1=CC=CC(=C1)[N+]([O-])=O,OC(=O)C1=CC=CC(=C1)[N+]([O-])=O
1219-38-1,CASRN,DTXSID0047957,Octylparaben,CCCCCCCCOC(=O)C1=CC=C(O)C=C1,CCCCCCCCOC(=O)C1=CC=C(O)C=C1,CCCCCCCCOC(=O)C1=CC=C(O)C=C1
121961-22-6,CASRN,DTXSID5048718,Loracarbef monohydrate,O.[H][C@]12CCC(Cl)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O,NC(C(=O)NC1C2CCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1,NC(C(=O)NC1C2CCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1
121-98-2,CASRN,DTXSID7047645,Methyl 4-methoxybenzoate,COC(=O)C1=CC=C(OC)C=C1,COC(=O)C1=CC=C(OC)C=C1,COC(=O)C1=CC=C(OC)C=C1
122008-85-9,CASRN,DTXSID1034503,Cyhalofop-butyl,CCCCOC(=O)[C@@H](C)OC1=CC=C(OC2=C(F)C=C(C=C2)C#N)C=C1,CCCCOC(=O)C(C)OC1=CC=C(OC2=C(F)C=C(C=C2)C#N)C=C1,CCCCOC(=O)C(C)OC1=CC=C(OC2=C(F)C=C(C=C2)C#N)C=C1
122-00-9,CASRN,DTXSID9044374,p-Methylacetophenone,CC(=O)C1=CC=C(C)C=C1,CC(=O)C1=CC=C(C)C=C1,CC(=O)C1=CC=C(C)C=C1
122-01-0,CASRN,DTXSID4051619,4-Chlorobenzoyl chloride,ClC(=O)C1=CC=C(Cl)C=C1,ClC(=O)C1=CC=C(Cl)C=C1,ClC(=O)C1=CC=C(Cl)C=C1
122-03-2,CASRN,DTXSID9021974,4-Isopropylbenzaldehyde,CC(C)C1=CC=C(C=O)C=C1,CC(C)C1=CC=C(C=O)C=C1,CC(C)C1=CC=C(C=O)C=C1
122-04-3,CASRN,DTXSID9025742,4-Nitrobenzoyl chloride,[O-][N+](=O)C1=CC=C(C=C1)C(Cl)=O,[O-][N+](=O)C1=CC=C(C=C1)C(Cl)=O,[O-][N+](=O)C1=CC=C(C=C1)C(Cl)=O
1220-83-3,CASRN,DTXSID8045351,Sulfamonomethoxine,COC1=NC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1,COC1=NC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1,COC1=NC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1
122111-03-9,CASRN,DTXSID3047849,"2'-Deoxy-2',2'-difluorocytidine monohydrochloride",Cl.NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,NC1=NC(=O)N(C=C1)C1OC(CO)C(O)C1(F)F,NC1=NC(=O)N(C=C1)C1OC(CO)C(O)C1(F)F
122-11-2,CASRN,DTXSID1023607,Sulfadimethoxine,COC1=NC(OC)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1,COC1=NC(OC)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1,COC1=NC(OC)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1
1221445-34-6,CASRN,DTXSID8049387,1-Methyl-1-propylpiperidinium trifluoromethanesulfonate,CCCCCCCCCCCCCCC(CO)\N=C(\O)CCCCCCCCCCCCCC,CCCCCCCCCCCCCCC(CO)\N=C(\O)CCCCCCCCCCCCCC,CCCCCCCCCCCCCCC(CO)\N=C(\O)CCCCCCCCCCCCCC
122-14-5,CASRN,DTXSID4032613,Fenitrothion,COP(=S)(OC)OC1=CC=C(C(C)=C1)[N+]([O-])=O,COP(=S)(OC)OC1=CC=C(C(C)=C1)[N+]([O-])=O,COP(=S)(OC)OC1=CC=C(C(C)=C1)[N+]([O-])=O
1221-56-3,CASRN,DTXSID9048271,Ipodate sodium,[Na+].CN(C)C=NC1=C(I)C(CCC([O-])=O)=C(I)C=C1I,CN(C)C=NC1=C(I)C(CCC(O)=O)=C(I)C=C1I,CN(C)C=NC1=C(I)C(CCC(O)=O)=C(I)C=C1I
122-16-7,CASRN,DTXSID4045898,Sulfanitran,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=C(C=C1)[N+]([O-])=O,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=C(C=C1)[N+]([O-])=O,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=C(C=C1)[N+]([O-])=O
122-18-9,CASRN,DTXSID3041665,Benzylhexadecyldimethylammonium chloride,[Cl-].CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1
122-19-0,CASRN,DTXSID2025139,"N,N-Dimethyl-N-benzyl-N-octadecylammonium chloride",[Cl-].CCCCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,CCCCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,CCCCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1
122-20-3,CASRN,DTXSID5021415,Triisopropanolamine,CC(O)CN(CC(C)O)CC(C)O,CC(O)CN(CC(C)O)CC(C)O,CC(O)CN(CC(C)O)CC(C)O
1222-05-5,CASRN,DTXSID8027373,"1,3,4,6,7,8-Hexahydro-4,6,6,7,8,8-hexamethylcyclopenta[g]-2-benzopyran",CC1C(C)(C)C2=CC3=C(C=C2C1(C)C)C(C)COC3,CC1C(C)(C)C2=CC3=C(C=C2C1(C)C)C(C)COC3,CC1C(C)(C)C2=CC3=C(C=C2C1(C)C)C(C)COC3
1222-57-7,CASRN,DTXSID9057630,Zolimidine,CS(=O)(=O)C1=CC=C(C=C1)C1=CN2C=CC=CC2=N1,CS(=O)(=O)C1=CC=C(C=C1)C1=CN2C=CC=CC2=N1,CS(=O)(=O)C1=CC=C(C=C1)C1=CN2C=CC=CC2=N1
1222-98-6,CASRN,DTXSID7049211,4-Nitrochalcone,[O-][N+](=O)C1=CC=C(\C=C\C(=O)C2=CC=CC=C2)C=C1,[O-][N+](=O)C1=CC=C(C=CC(=O)C2=CC=CC=C2)C=C1,[O-][N+](=O)C1=CC=C(C=CC(=O)C2=CC=CC=C2)C=C1
122320-73-4,CASRN,DTXSID7037131,Rosiglitazone,CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=NC=CC=C1,CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=NC=CC=C1,CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=NC=CC=C1
1223-36-5,CASRN,DTXSID6046424,Clofexamide,CCN(CC)CCNC(=O)COC1=CC=C(Cl)C=C1,CCN(CC)CCNC(=O)COC1=CC=C(Cl)C=C1,CCN(CC)CCNC(=O)COC1=CC=C(Cl)C=C1
122341-38-2,CASRN,DTXSID7048619,Temoporfin,OC1=CC=CC(=C1)C1=C2\CCC(=N2)\C(=C2/N\C(\C=C2)=C(/C2=N/C(/C=C2)=C(\C2=CC=C\1N2)C1=CC(O)=CC=C1)C1=CC(O)=CC=C1)\C1=CC(O)=CC=C1,OC1=CC=CC(=C1)C1=C2\CCC(=N2)\C(=C2/N\C(\C=C2)=C(/C2=N/C(/C=C2)=C(\C2=CC=C\1N2)C1=CC(O)=CC=C1)C1=CC(O)=CC=C1)\C1=CC(O)=CC=C1,OC1=CC=CC(=C1)C1=C2\CCC(=N2)\C(=C2/N\C(\C=C2)=C(/C2=N/C(/C=C2)=C(\C2=CC=C\1N2)C1=CC(O)=CC=C1)C1=CC(O)=CC=C1)\C1=CC(O)=CC=C1
122-34-9,CASRN,DTXSID4021268,Simazine,CCNC1=NC(NCC)=NC(Cl)=N1,CCNC1=NC(NCC)=NC(Cl)=N1,CCNC1=NC(NCC)=NC(Cl)=N1
122-37-2,CASRN,DTXSID5037739,4-Anilinophenol,OC1=CC=C(NC2=CC=CC=C2)C=C1,OC1=CC=C(NC2=CC=CC=C2)C=C1,OC1=CC=C(NC2=CC=CC=C2)C=C1
122-39-4,CASRN,DTXSID4021975,Diphenylamine,N(C1=CC=CC=C1)C1=CC=CC=C1,N(C1=CC=CC=C1)C1=CC=CC=C1,N(C1=CC=CC=C1)C1=CC=CC=C1
122-40-7,CASRN - WARNING: Synonym mapped to two or more chemicals,DTXSID8029157,alpha-Amyl cinnamaldehyde,CCCCCC(C=O)=CC1=CC=CC=C1,CCCCCC(C=O)=CC1=CC=CC=C1,CCCCCC(C=O)=CC1=CC=CC=C1
122-40-7,Integrated Source CAS-RN - WARNING: Synonym mapped to two or more chemicals,DTXSID80859230,(E)-alpha-Amylcinnamaldehyde,CCCCC\C(C=O)=C/C1=CC=CC=C1,CCCCCC(C=O)=CC1=CC=CC=C1,CCCCCC(C=O)=CC1=CC=CC=C1
122-42-9,CASRN,DTXSID7020766,Propham,CC(C)OC(=O)NC1=CC=CC=C1,CC(C)OC(=O)NC1=CC=CC=C1,CC(C)OC(=O)NC1=CC=CC=C1
122453-73-0,CASRN,DTXSID9032533,4-Bromo-2-(4-chlorophenyl)-1-(ethoxymethyl)-5-(trifluoromethyl)-1H-pyrrole-3-carbonitrile,CCOCN1C(=C(C#N)C(Br)=C1C(F)(F)F)C1=CC=C(Cl)C=C1,CCOCN1C(=C(C#N)C(Br)=C1C(F)(F)F)C1=CC=C(Cl)C=C1,CCOCN1C(=C(C#N)C(Br)=C1C(F)(F)F)C1=CC=C(Cl)C=C1
122454-29-9,CASRN,DTXSID6041503,Tralopyril,FC(F)(F)C1=C(Br)C(C#N)=C(N1)C1=CC=C(Cl)C=C1,FC(F)(F)C1=C(Br)C(C#N)=C(N1)C1=CC=C(Cl)C=C1,FC(F)(F)C1=C(Br)C(C#N)=C(N1)C1=CC=C(Cl)C=C1
122-46-3,CASRN,DTXSID7046041,m-Cresyl acetate,CC(=O)OC1=CC=CC(C)=C1,CC(=O)OC1=CC=CC(C)=C1,CC(=O)OC1=CC=CC(C)=C1
122-48-5,CASRN,DTXSID8047420,4-(4-Hydroxy-3-methoxyphenyl)-2-butanone,COC1=CC(CCC(C)=O)=CC=C1O,COC1=CC(CCC(C)=O)=CC=C1O,COC1=CC(CCC(C)=O)=CC=C1O
1224852-54-3,CASRN,DTXSID7049390,1-Methyl-1-propylpyrrolidinium trifluoromethanesulfonate,[O-]S(=O)(=O)C(F)(F)F.CCC[N+]1(C)CCCC1,"OS(=O)(=O)C(F)(F)F,CCC[N+]1(C)CCCC1",CCC[N+]1(C)CCCC1
1224-92-6,CASRN,DTXSID4036514,5alpha-Androstan-3beta-ol,C[C@@]12CCC[C@H]1[C@@H]1CC[C@H]3C[C@@H](O)CC[C@]3(C)[C@H]1CC2,CC12CCCC1C1CCC3CC(O)CCC3(C)C1CC2,CC12CCCC1C1CCC3CC(O)CCC3(C)C1CC2
122-51-0,CASRN,DTXSID8041957,Ethyl orthoformate,CCOC(OCC)OCC,CCOC(OCC)OCC,CCOC(OCC)OCC
1225-20-3,CASRN,DTXSID1057668,Iothalamate sodium,[Na+].CNC(=O)C1=C(I)C(NC(C)=O)=C(I)C(C([O-])=O)=C1I,CNC(=O)C1=C(I)C(NC(C)=O)=C(I)C(C(O)=O)=C1I,CNC(=O)C1=C(I)C(NC(C)=O)=C(I)C(C(O)=O)=C1I
122-52-1,CASRN,DTXSID2026991,Triethyl phosphite,CCOP(OCC)OCC,CCOP(OCC)OCC,CCOP(OCC)OCC
1225-55-4,CASRN,DTXSID8046951,Protriptyline hydrochloride,Cl.CNCCCC1C2=C(C=CC=C2)C=CC2=C1C=CC=C2,CNCCCC1C2=C(C=CC=C2)C=CC2=C1C=CC=C2,CNCCCC1C2=C(C=CC=C2)C=CC2=C1C=CC=C2
1225-60-1,CASRN,DTXSID1046845,Isothipendyl hydrochloride,Cl.CC(CN1C2=C(SC3=C1N=CC=C3)C=CC=C2)N(C)C,CC(CN1C2=C(SC3=C1N=CC=C3)C=CC=C2)N(C)C,CC(CN1C2=C(SC3=C1N=CC=C3)C=CC=C2)N(C)C
122-57-6,CASRN,DTXSID4025662,Methyl styryl ketone,CC(=O)C=CC1=CC=CC=C1,CC(=O)C=CC1=CC=CC=C1,CC(=O)C=CC1=CC=CC=C1
122-59-8,CASRN,DTXSID9025873,Phenoxyacetic acid,OC(=O)COC1=CC=CC=C1,OC(=O)COC1=CC=CC=C1,OC(=O)COC1=CC=CC=C1
122-60-1,CASRN,DTXSID8021145,Phenyl glycidyl ether,C(OC1=CC=CC=C1)C1CO1,C(OC1=CC=CC=C1)C1CO1,C(OC1=CC=CC=C1)C1CO1
122-62-3,CASRN,DTXSID7025055,Bis(2-ethylhexyl) decanedioate,CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC
122-63-4,CASRN,DTXSID4044791,Benzyl propanoate,CCC(=O)OCC1=CC=CC=C1,CCC(=O)OCC1=CC=CC=C1,CCC(=O)OCC1=CC=CC=C1
122-64-5,CASRN,DTXSID0044525,Phenylmercuric lactate,CC(O)C(=O)O[Hg]C1=CC=CC=C1,CC(O)C(=O)O[Hg]C1=CC=CC=C1,N/A
122647-32-9,CASRN,DTXSID8048652,Ibutilide fumarate,OC(=O)\C=C\C(O)=O.CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1.CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1,"OC(=O)C=CC(O)=O,CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1",CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1
122-66-7,CASRN,DTXSID7020710,"1,2-Diphenylhydrazine",N(NC1=CC=CC=C1)C1=CC=CC=C1,N(NC1=CC=CC=C1)C1=CC=CC=C1,N(NC1=CC=CC=C1)C1=CC=CC=C1
122-67-8,CASRN,DTXSID2047646,Isobutyl 3-phenylacrylate,CC(C)COC(=O)C=CC1=CC=CC=C1,CC(C)COC(=O)C=CC1=CC=CC=C1,CC(C)COC(=O)C=CC1=CC=CC=C1
122-68-9,CASRN,DTXSID9047411,3-Phenylpropyl cinnamate,O=C(OCCCC1=CC=CC=C1)C=CC1=CC=CC=C1,O=C(OCCCC1=CC=CC=C1)C=CC1=CC=CC=C1,O=C(OCCCC1=CC=CC=C1)C=CC1=CC=CC=C1
122-69-0,CASRN,DTXSID7047647,3-Phenyl-2-propen-1-yl 3-phenylacrylate,O=C(OCC=CC1=CC=CC=C1)C=CC1=CC=CC=C1,O=C(OCC=CC1=CC=CC=C1)C=CC1=CC=CC=C1,O=C(OCC=CC1=CC=CC=C1)C=CC1=CC=CC=C1
122-70-3,CASRN,DTXSID6035156,2-Phenylethyl propionate,CCC(=O)OCCC1=CC=CC=C1,CCC(=O)OCCC1=CC=CC=C1,CCC(=O)OCCC1=CC=CC=C1
122-72-5,CASRN,DTXSID2047648,3-Phenylpropyl acetate,CC(=O)OCCCC1=CC=CC=C1,CC(=O)OCCCC1=CC=CC=C1,CC(=O)OCCCC1=CC=CC=C1
122-73-6,CASRN,DTXSID7047439,Benzyl 3-methylbutyl ether,CC(C)CCOCC1=CC=CC=C1,CC(C)CCOCC1=CC=CC=C1,CC(C)CCOCC1=CC=CC=C1
122-78-1,CASRN,DTXSID3021483,Phenylacetaldehyde,O=CCC1=CC=CC=C1,O=CCC1=CC=CC=C1,O=CCC1=CC=CC=C1
122795-43-1,CASRN,DTXSID9048647,Gadodiamide hydrate,O.[Gd+3].CNC(=O)CN(CCN(CCN(CC([O-])=O)CC(=O)NC)CC([O-])=O)CC([O-])=O,CNC(=O)CN(CCN(CCN(CC(O)=O)CC(=O)NC)CC(O)=O)CC(O)=O,CNC(=O)CN(CCN(CCN(CC(O)=O)CC(=O)NC)CC(O)=O)CC(O)=O
122-80-5,CASRN,DTXSID7024455,4-Aminoacetanilide,CC(=O)NC1=CC=C(N)C=C1,CC(=O)NC1=CC=C(N)C=C1,CC(=O)NC1=CC=C(N)C=C1
122-82-7,CASRN,DTXSID5044526,N-(4-Ethoxyphenyl)-3-oxobutanamide,CCOC1=CC=C(NC(=O)CC(C)=O)C=C1,CCOC1=CC=C(NC(=O)CC(C)=O)C=C1,CCOC1=CC=C(NC(=O)CC(C)=O)C=C1
122836-35-5,CASRN,DTXSID6032645,Sulfentrazone,CC1=NN(C(=O)N1C(F)F)C1=CC(NS(C)(=O)=O)=C(Cl)C=C1Cl,CC1=NN(C(=O)N1C(F)F)C1=CC(NS(C)(=O)=O)=C(Cl)C=C1Cl,CC1=NN(C(=O)N1C(F)F)C1=CC(NS(C)(=O)=O)=C(Cl)C=C1Cl
122841-12-7,CASRN,DTXSID8046795,Cefoselis sulfate,OS(O)(=O)=O.CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(C[N+]3=CC=C(N)N3CCO)=C(N2C1=O)C([O-])=O)C1=CSC(N)=N1,CON=C(C(=O)NC1C2SCC(C[N+]3=CC=C(N)N3CCO)=C(N2C1=O)C([O-])=O)C1=CSC(N)=N1,CON=C(C(=O)NC1C2SCC(C[N+]3=CC=C(N)N3CCO)=C(N2C1=O)C([O-])=O)C1=CSC(N)=N1
122852-69-1,CASRN,DTXSID8044208,Alosetron hydrochloride,Cl.CN1C2=C(C3=CC=CC=C13)C(=O)N(CC1=C(C)N=CN1)CC2,CN1C2=C(C3=CC=CC=C13)C(=O)N(CC1=C(C)N=CN1)CC2,CN1C2=C(C3=CC=CC=C13)C(=O)N(CC1=C(C)N=CN1)CC2
122-88-3,CASRN,DTXSID9034282,4-Chlorophenoxyacetic acid,OC(=O)COC1=CC=C(Cl)C=C1,OC(=O)COC1=CC=C(Cl)C=C1,OC(=O)COC1=CC=C(Cl)C=C1
