,Assay,FingerPrints,Algorithms,AUC_ROC,AUC_PR,F1,B_A,Precision,Recall,Specificity,TP,TN,FP,FN
799,TOX21_PPARd_BLA_antagonist_ratio,Layerd,GBT,0.6794,0.1387,0.2676,0.5697,0.3622,0.143,0.9964073511123394,12.0,7211.0,26.0,71.0
800,TOX21_PPARd_BLA_antagonist_ratio,Layerd,RF,0.7327,0.1331,0.2128,0.5568,0.2269,0.118,0.9954400994887385,10.0,7204.0,33.0,73.0
801,TOX21_PPARd_BLA_antagonist_ratio,Layerd,LR,0.6547,0.1043,0.1631,0.6234,0.1017,0.2736,0.9731933121459169,23.0,7043.0,194.0,60.0
802,TOX21_PPARd_BLA_antagonist_ratio,Layerd,KNN,0.6626,0.2024,0.0801,0.6482,0.0396,0.4083,0.8880751692690342,34.0,6427.0,810.0,49.0
803,TOX21_PPARd_BLA_antagonist_ratio,Layerd,NB,0.4044,0.2369,0.0156,0.4061,0.0079,0.4597,0.3524941274008567,38.0,2551.0,4686.0,45.0
804,TOX21_PPARd_BLA_antagonist_ratio,Pattern,MLP,0.6747,0.096,0.1895,0.6219,0.1269,0.2653,0.9785537530932087,22.0,7118.0,156.0,61.0
805,TOX21_PPARd_BLA_antagonist_ratio,Pattern,GBT,0.7293,0.1288,0.2527,0.5743,0.2313,0.1556,0.9929887269727797,13.0,7223.0,51.0,70.0
806,TOX21_PPARd_BLA_antagonist_ratio,Pattern,RF,0.786,0.1097,0.2646,0.5738,0.1656,0.1556,0.9921638713225186,13.0,7217.0,57.0,70.0
807,TOX21_PPARd_BLA_antagonist_ratio,Pattern,LR,0.6498,0.0839,0.1293,0.6142,0.0754,0.2639,0.9645312070387683,22.0,7016.0,258.0,61.0
808,TOX21_PPARd_BLA_antagonist_ratio,Pattern,KNN,0.6682,0.1818,0.0663,0.6294,0.0323,0.3917,0.8670607643662359,33.0,6307.0,967.0,50.0
809,TOX21_PPARd_BLA_antagonist_ratio,Pattern,NB,0.4166,0.2025,0.0152,0.4166,0.0078,0.3903,0.4428100082485565,32.0,3221.0,4053.0,51.0
810,TOX21_PPARg_BLA_antagonist_ratio,MACCS,MLP,0.7954,0.1768,0.2508,0.671,0.1849,0.395,0.946916361588285,84.0,6725.0,377.0,129.0
811,TOX21_PPARg_BLA_antagonist_ratio,MACCS,GBT,0.7825,0.1734,0.2371,0.6246,0.2072,0.2814,0.9677555618135737,60.0,6873.0,229.0,153.0
812,TOX21_PPARg_BLA_antagonist_ratio,MACCS,RF,0.8078,0.2249,0.2764,0.6145,0.3301,0.2442,0.9847930160518164,52.0,6994.0,108.0,161.0
813,TOX21_PPARg_BLA_antagonist_ratio,MACCS,LR,0.7622,0.128,0.1394,0.7056,0.0783,0.6385,0.7727400732188116,136.0,5488.0,1614.0,77.0
814,TOX21_PPARg_BLA_antagonist_ratio,MACCS,KNN,0.7495,0.2966,0.1669,0.717,0.097,0.6013,0.8327231765699803,128.0,5914.0,1188.0,85.0
815,TOX21_PPARg_BLA_antagonist_ratio,MACCS,NB,0.5312,0.4744,0.0612,0.5382,0.0316,0.948,0.1282737257110673,202.0,911.0,6191.0,11.0
816,TOX21_PPARg_BLA_antagonist_ratio,Morgan,MLP,0.6634,0.1144,0.1881,0.6096,0.1462,0.2673,0.951927119831815,57.0,6792.0,343.0,156.0
817,TOX21_PPARg_BLA_antagonist_ratio,Morgan,GBT,0.6985,0.1383,0.1988,0.5691,0.2238,0.1546,0.9836019621583743,33.0,7018.0,117.0,180.0
818,TOX21_PPARg_BLA_antagonist_ratio,Morgan,RF,0.7922,0.1838,0.1985,0.5647,0.3757,0.1359,0.9935529081990189,29.0,7089.0,46.0,184.0
819,TOX21_PPARg_BLA_antagonist_ratio,Morgan,LR,0.7234,0.1487,0.2088,0.653,0.1468,0.3706,0.9355290819901892,79.0,6675.0,460.0,134.0
820,TOX21_PPARg_BLA_antagonist_ratio,Morgan,KNN,0.7254,0.266,0.1258,0.6763,0.0705,0.5857,0.7669236159775753,125.0,5472.0,1663.0,88.0
821,TOX21_PPARg_BLA_antagonist_ratio,Morgan,NB,0.5209,0.133,0.0612,0.5209,0.036,0.2069,0.8348983882270498,44.0,5957.0,1178.0,169.0
822,TOX21_PPARg_BLA_antagonist_ratio,Rdkit,MLP,0.7485,0.1311,0.1929,0.6487,0.1311,0.3714,0.9260300942202222,79.0,6585.0,526.0,134.0
823,TOX21_PPARg_BLA_antagonist_ratio,Rdkit,GBT,0.7777,0.1634,0.2256,0.592,0.2662,0.202,0.9821403459429053,43.0,6984.0,127.0,170.0
824,TOX21_PPARg_BLA_antagonist_ratio,Rdkit,RF,0.8095,0.1908,0.2577,0.6007,0.3279,0.2162,0.9852341442835044,46.0,7006.0,105.0,167.0
825,TOX21_PPARg_BLA_antagonist_ratio,Rdkit,LR,0.7412,0.1136,0.1817,0.6464,0.1202,0.376,0.9167486991984249,80.0,6519.0,592.0,133.0
826,TOX21_PPARg_BLA_antagonist_ratio,Rdkit,KNN,0.7454,0.3116,0.1475,0.7065,0.0839,0.6149,0.7980593446772606,131.0,5675.0,1436.0,82.0
827,TOX21_PPARg_BLA_antagonist_ratio,Rdkit,NB,0.6882,0.339,0.0966,0.6415,0.0524,0.6193,0.6636197440585009,132.0,4719.0,2392.0,81.0
828,TOX21_PPARg_BLA_antagonist_ratio,Layerd,MLP,0.7886,0.2096,0.2525,0.6921,0.1774,0.4452,0.938950625967084,95.0,6675.0,434.0,118.0
829,TOX21_PPARg_BLA_antagonist_ratio,Layerd,GBT,0.801,0.2265,0.2652,0.6206,0.2735,0.263,0.9781966521311014,56.0,6954.0,155.0,157.0
830,TOX21_PPARg_BLA_antagonist_ratio,Layerd,RF,0.8068,0.2512,0.2849,0.6193,0.33,0.2534,0.9852299901533268,54.0,7004.0,105.0,159.0
831,TOX21_PPARg_BLA_antagonist_ratio,Layerd,LR,0.7741,0.1913,0.247,0.7033,0.167,0.4777,0.928963285975524,102.0,6604.0,505.0,111.0
832,TOX21_PPARg_BLA_antagonist_ratio,Layerd,KNN,0.7528,0.2951,0.1638,0.7189,0.0945,0.6143,0.8234632156421438,131.0,5854.0,1255.0,82.0
833,TOX21_PPARg_BLA_antagonist_ratio,Layerd,NB,0.64,0.3783,0.091,0.6477,0.0486,0.7227,0.5726543817695878,154.0,4071.0,3038.0,59.0
834,TOX21_PPARg_BLA_antagonist_ratio,Pattern,MLP,0.7974,0.1799,0.2613,0.6952,0.1849,0.4496,0.9409046352051533,96.0,6719.0,422.0,117.0
835,TOX21_PPARg_BLA_antagonist_ratio,Pattern,GBT,0.8202,0.1887,0.2698,0.652,0.2288,0.3381,0.9659711524996499,72.0,6898.0,243.0,141.0
836,TOX21_PPARg_BLA_antagonist_ratio,Pattern,RF,0.8317,0.1951,0.2516,0.607,0.2865,0.2303,0.9837557765018905,49.0,7025.0,116.0,164.0
837,TOX21_PPARg_BLA_antagonist_ratio,Pattern,LR,0.7849,0.1509,0.2165,0.6989,0.1396,0.4875,0.9103766979414648,104.0,6501.0,640.0,109.0
838,TOX21_PPARg_BLA_antagonist_ratio,Pattern,KNN,0.7597,0.3084,0.149,0.7242,0.084,0.6654,0.7830836017364515,142.0,5592.0,1549.0,71.0
839,TOX21_PPARg_BLA_antagonist_ratio,Pattern,NB,0.5053,0.3777,0.0569,0.5073,0.0296,0.7177,0.2968771880688979,153.0,2120.0,5021.0,60.0
840,NVS_ADME_hCYP1A2,MACCS,MLP,0.5781,0.6676,0.6314,0.5393,0.6186,0.6536,0.4246575342465753,67.0,31.0,42.0,35.0
841,NVS_ADME_hCYP1A2,MACCS,GBT,0.625,0.7447,0.6641,0.5727,0.6445,0.6936,0.4520547945205479,71.0,33.0,40.0,31.0
842,NVS_ADME_hCYP1A2,MACCS,RF,0.6271,0.7238,0.673,0.5588,0.6266,0.7336,0.3835616438356164,75.0,28.0,45.0,27.0
843,NVS_ADME_hCYP1A2,MACCS,LR,0.6004,0.6872,0.6498,0.5582,0.6333,0.6755,0.4383561643835616,69.0,32.0,41.0,33.0
844,NVS_ADME_hCYP1A2,MACCS,KNN,0.6196,0.6968,0.7021,0.5815,0.6415,0.7809,0.3835616438356164,80.0,28.0,45.0,22.0
845,NVS_ADME_hCYP1A2,MACCS,NB,0.6398,0.7382,0.6655,0.6215,0.7142,0.6591,0.5753424657534246,67.0,42.0,31.0,35.0
846,NVS_ADME_hCYP1A2,Morgan,MLP,0.6152,0.7207,0.673,0.5597,0.6253,0.7318,0.3835616438356164,75.0,28.0,45.0,27.0
847,NVS_ADME_hCYP1A2,Morgan,GBT,0.6349,0.6932,0.7194,0.6018,0.6543,0.8036,0.3972602739726027,82.0,29.0,44.0,20.0
848,NVS_ADME_hCYP1A2,Morgan,RF,0.6384,0.7206,0.7339,0.5903,0.6436,0.8609,0.3150684931506849,88.0,23.0,50.0,14.0
849,NVS_ADME_hCYP1A2,Morgan,LR,0.6384,0.7232,0.6846,0.5895,0.6522,0.7236,0.4520547945205479,74.0,33.0,40.0,28.0
850,NVS_ADME_hCYP1A2,Morgan,KNN,0.5939,0.6791,0.643,0.6052,0.671,0.6336,0.5753424657534246,65.0,42.0,31.0,37.0
851,NVS_ADME_hCYP1A2,Morgan,NB,0.5488,0.7468,0.6394,0.5488,0.633,0.6655,0.4246575342465753,68.0,31.0,42.0,34.0
852,NVS_ADME_hCYP1A2,Rdkit,MLP,0.5797,0.6916,0.6295,0.5379,0.6188,0.6473,0.4305555555555556,66.0,31.0,41.0,36.0
853,NVS_ADME_hCYP1A2,Rdkit,GBT,0.6173,0.6722,0.7057,0.5953,0.6537,0.7745,0.4166666666666667,79.0,30.0,42.0,23.0
854,NVS_ADME_hCYP1A2,Rdkit,RF,0.6209,0.6823,0.7319,0.6132,0.6626,0.8246,0.4027777777777778,84.0,29.0,43.0,18.0
855,NVS_ADME_hCYP1A2,Rdkit,LR,0.5955,0.7026,0.6245,0.5569,0.6329,0.6282,0.4861111111111111,64.0,35.0,37.0,38.0
856,NVS_ADME_hCYP1A2,Rdkit,KNN,0.6427,0.7437,0.6289,0.6236,0.7054,0.5955,0.6527777777777778,61.0,47.0,25.0,41.0
857,NVS_ADME_hCYP1A2,Rdkit,NB,0.6576,0.7745,0.6279,0.6159,0.7269,0.58,0.6527777777777778,59.0,47.0,25.0,43.0
858,NVS_ADME_hCYP1A2,Layerd,MLP,0.6586,0.7165,0.6764,0.6057,0.6824,0.6864,0.5277777777777778,70.0,38.0,34.0,32.0
859,NVS_ADME_hCYP1A2,Layerd,GBT,0.6433,0.7066,0.6664,0.5944,0.6724,0.6764,0.5138888888888888,69.0,37.0,35.0,33.0
860,NVS_ADME_hCYP1A2,Layerd,RF,0.6232,0.7014,0.6971,0.5925,0.6568,0.7564,0.4305555555555556,77.0,31.0,41.0,25.0
861,NVS_ADME_hCYP1A2,Layerd,LR,0.631,0.6906,0.661,0.5823,0.6668,0.6682,0.5,68.0,36.0,36.0,34.0
862,NVS_ADME_hCYP1A2,Layerd,KNN,0.6619,0.7207,0.7152,0.6454,0.7087,0.7373,0.5555555555555556,75.0,40.0,32.0,27.0
863,NVS_ADME_hCYP1A2,Layerd,NB,0.6299,0.7832,0.6916,0.6295,0.6888,0.7073,0.5555555555555556,72.0,40.0,32.0,30.0
864,NVS_ADME_hCYP1A2,Pattern,MLP,0.6528,0.7188,0.7005,0.6314,0.6933,0.7145,0.547945205479452,73.0,40.0,33.0,29.0
865,NVS_ADME_hCYP1A2,Pattern,GBT,0.6501,0.6986,0.6559,0.5867,0.6522,0.6646,0.5068493150684932,68.0,37.0,36.0,34.0
866,NVS_ADME_hCYP1A2,Pattern,RF,0.6443,0.6861,0.6939,0.5911,0.6463,0.7555,0.4246575342465753,77.0,31.0,42.0,25.0
867,NVS_ADME_hCYP1A2,Pattern,LR,0.6381,0.7109,0.6761,0.6026,0.6643,0.6964,0.5068493150684932,71.0,37.0,36.0,31.0
868,NVS_ADME_hCYP1A2,Pattern,KNN,0.624,0.6695,0.7086,0.636,0.691,0.7327,0.5342465753424658,75.0,39.0,34.0,27.0
869,NVS_ADME_hCYP1A2,Pattern,NB,0.5809,0.7621,0.6489,0.5809,0.6659,0.66,0.5068493150684932,67.0,37.0,36.0,35.0
870,NVS_ADME_hCYP2B6,MACCS,MLP,0.6612,0.7474,0.7064,0.63,0.7267,0.7167,0.5517241379310345,58.0,32.0,26.0,23.0
871,NVS_ADME_hCYP2B6,MACCS,GBT,0.6892,0.7526,0.7207,0.6304,0.703,0.7542,0.5172413793103449,61.0,30.0,28.0,20.0
872,NVS_ADME_hCYP2B6,MACCS,RF,0.7579,0.8334,0.7565,0.6893,0.7468,0.7819,0.603448275862069,63.0,35.0,23.0,18.0
873,NVS_ADME_hCYP2B6,MACCS,LR,0.6747,0.7642,0.6896,0.622,0.7138,0.6806,0.5689655172413793,55.0,33.0,25.0,26.0
874,NVS_ADME_hCYP2B6,MACCS,KNN,0.7173,0.78,0.7358,0.6617,0.7176,0.7667,0.5517241379310345,62.0,32.0,26.0,19.0
875,NVS_ADME_hCYP2B6,MACCS,NB,0.6506,0.728,0.4309,0.5617,0.6874,0.3333,0.7931034482758621,27.0,46.0,12.0,54.0
876,NVS_ADME_hCYP2B6,Morgan,MLP,0.6292,0.7308,0.694,0.5828,0.6615,0.7556,0.41379310344827586,61.0,24.0,34.0,20.0
877,NVS_ADME_hCYP2B6,Morgan,GBT,0.6486,0.7198,0.7311,0.6019,0.6619,0.8306,0.3793103448275862,67.0,22.0,36.0,14.0
878,NVS_ADME_hCYP2B6,Morgan,RF,0.6771,0.7663,0.7311,0.5992,0.654,0.8417,0.3620689655172414,68.0,21.0,37.0,13.0
879,NVS_ADME_hCYP2B6,Morgan,LR,0.6601,0.754,0.7328,0.6462,0.7083,0.7792,0.5172413793103449,63.0,30.0,28.0,18.0
880,NVS_ADME_hCYP2B6,Morgan,KNN,0.5922,0.7007,0.5921,0.5832,0.6794,0.5431,0.6206896551724138,44.0,36.0,22.0,37.0
881,NVS_ADME_hCYP2B6,Morgan,NB,0.5696,0.7573,0.6426,0.5692,0.6488,0.6583,0.4827586206896552,53.0,28.0,30.0,28.0
882,NVS_ADME_hCYP2B6,Rdkit,MLP,0.7426,0.8082,0.7468,0.6712,0.7406,0.7792,0.5689655172413793,63.0,33.0,25.0,18.0
883,NVS_ADME_hCYP2B6,Rdkit,GBT,0.7069,0.7818,0.7132,0.6333,0.6806,0.7667,0.5,62.0,29.0,29.0,19.0
884,NVS_ADME_hCYP2B6,Rdkit,RF,0.7514,0.8285,0.7305,0.6261,0.6863,0.8056,0.4482758620689655,65.0,26.0,32.0,16.0
885,NVS_ADME_hCYP2B6,Rdkit,LR,0.7253,0.7784,0.731,0.6587,0.7361,0.7542,0.5689655172413793,61.0,33.0,25.0,20.0
886,NVS_ADME_hCYP2B6,Rdkit,KNN,0.6956,0.8027,0.6242,0.635,0.7496,0.5667,0.7068965517241379,46.0,41.0,17.0,35.0
887,NVS_ADME_hCYP2B6,Rdkit,NB,0.6405,0.7703,0.6246,0.6076,0.7306,0.5819,0.6379310344827587,47.0,37.0,21.0,34.0
888,NVS_ADME_hCYP2B6,Layerd,MLP,0.6969,0.7376,0.7312,0.6357,0.7134,0.7681,0.5172413793103449,62.0,30.0,28.0,19.0
889,NVS_ADME_hCYP2B6,Layerd,GBT,0.6786,0.7691,0.7173,0.6425,0.7108,0.7417,0.5517241379310345,60.0,32.0,26.0,21.0
890,NVS_ADME_hCYP2B6,Layerd,RF,0.759,0.8308,0.7391,0.664,0.7286,0.7681,0.5689655172413793,62.0,33.0,25.0,19.0
891,NVS_ADME_hCYP2B6,Layerd,LR,0.6885,0.7661,0.7091,0.639,0.7229,0.7181,0.5689655172413793,58.0,33.0,25.0,23.0
892,NVS_ADME_hCYP2B6,Layerd,KNN,0.7026,0.8098,0.7197,0.6556,0.7167,0.7444,0.5689655172413793,60.0,33.0,25.0,21.0
893,NVS_ADME_hCYP2B6,Layerd,NB,0.5987,0.7722,0.6789,0.5987,0.6672,0.7042,0.5,57.0,29.0,29.0,24.0
894,NVS_ADME_hCYP2B6,Pattern,MLP,0.7129,0.7652,0.7452,0.6928,0.7542,0.7556,0.6379310344827587,61.0,37.0,21.0,20.0
895,NVS_ADME_hCYP2B6,Pattern,GBT,0.724,0.7944,0.7256,0.6625,0.7281,0.7417,0.5862068965517241,60.0,34.0,24.0,21.0
896,NVS_ADME_hCYP2B6,Pattern,RF,0.7222,0.7761,0.7158,0.6593,0.7192,0.7319,0.5862068965517241,59.0,34.0,24.0,22.0
897,NVS_ADME_hCYP2B6,Pattern,LR,0.7032,0.7513,0.6986,0.6338,0.7105,0.7042,0.5689655172413793,57.0,33.0,25.0,24.0
898,NVS_ADME_hCYP2B6,Pattern,KNN,0.6938,0.7181,0.7621,0.6853,0.72,0.8139,0.5517241379310345,66.0,32.0,26.0,15.0
899,NVS_ADME_hCYP2B6,Pattern,NB,0.6317,0.7813,0.6738,0.6338,0.6998,0.6708,0.603448275862069,54.0,35.0,23.0,27.0
900,NCCT_TPO_AUR_dn,MACCS,MLP,0.7464,0.6571,0.6652,0.6962,0.659,0.6792,0.7138263665594855,168.0,222.0,89.0,79.0
901,NCCT_TPO_AUR_dn,MACCS,GBT,0.7352,0.6718,0.6333,0.6758,0.6537,0.619,0.7331189710610932,153.0,228.0,83.0,94.0
902,NCCT_TPO_AUR_dn,MACCS,RF,0.7806,0.7411,0.6419,0.6857,0.6689,0.6225,0.7491961414790996,154.0,233.0,78.0,93.0
903,NCCT_TPO_AUR_dn,MACCS,LR,0.72,0.6559,0.605,0.6495,0.6154,0.5983,0.7009646302250804,148.0,218.0,93.0,99.0
904,NCCT_TPO_AUR_dn,MACCS,KNN,0.723,0.6717,0.6316,0.6588,0.6143,0.6592,0.6591639871382636,163.0,205.0,106.0,84.0
905,NCCT_TPO_AUR_dn,MACCS,NB,0.5676,0.7289,0.6305,0.5389,0.4632,0.9878,0.09003215434083602,244.0,28.0,283.0,3.0
906,NCCT_TPO_AUR_dn,Morgan,MLP,0.737,0.693,0.6121,0.6702,0.6571,0.583,0.7577639751552795,144.0,244.0,78.0,103.0
907,NCCT_TPO_AUR_dn,Morgan,GBT,0.7498,0.7036,0.6144,0.6818,0.6952,0.5717,0.7919254658385093,141.0,255.0,67.0,106.0
908,NCCT_TPO_AUR_dn,Morgan,RF,0.7763,0.732,0.6445,0.7041,0.7143,0.604,0.8043478260869565,149.0,259.0,63.0,98.0
909,NCCT_TPO_AUR_dn,Morgan,LR,0.7497,0.6999,0.6318,0.6843,0.6573,0.6235,0.7453416149068323,154.0,240.0,82.0,93.0
910,NCCT_TPO_AUR_dn,Morgan,KNN,0.6926,0.6731,0.6134,0.6263,0.5492,0.7003,0.5527950310559007,173.0,178.0,144.0,74.0
911,NCCT_TPO_AUR_dn,Morgan,NB,0.5839,0.6281,0.5136,0.5839,0.5424,0.4942,0.6739130434782609,122.0,217.0,105.0,125.0
912,NCCT_TPO_AUR_dn,Rdkit,MLP,0.7442,0.6931,0.652,0.6856,0.6349,0.6805,0.690625,168.0,221.0,99.0,79.0
913,NCCT_TPO_AUR_dn,Rdkit,GBT,0.7599,0.721,0.6379,0.6855,0.6596,0.6242,0.746875,154.0,239.0,81.0,93.0
914,NCCT_TPO_AUR_dn,Rdkit,RF,0.7468,0.7215,0.5878,0.6652,0.6742,0.543,0.7875,134.0,252.0,68.0,113.0
915,NCCT_TPO_AUR_dn,Rdkit,LR,0.7506,0.6798,0.6694,0.7061,0.6594,0.684,0.728125,169.0,233.0,87.0,78.0
916,NCCT_TPO_AUR_dn,Rdkit,KNN,0.6428,0.5933,0.6069,0.6133,0.5367,0.7048,0.521875,174.0,167.0,153.0,73.0
917,NCCT_TPO_AUR_dn,Rdkit,NB,0.5807,0.6575,0.5801,0.573,0.4939,0.7085,0.4375,175.0,140.0,180.0,72.0
918,NCCT_TPO_AUR_dn,Layerd,MLP,0.7186,0.6693,0.6074,0.6585,0.6166,0.6077,0.709375,150.0,227.0,93.0,97.0
919,NCCT_TPO_AUR_dn,Layerd,GBT,0.7121,0.6555,0.6077,0.6594,0.6343,0.5875,0.73125,145.0,234.0,86.0,102.0
920,NCCT_TPO_AUR_dn,Layerd,RF,0.7408,0.716,0.5988,0.656,0.6335,0.5713,0.740625,141.0,237.0,83.0,106.0
921,NCCT_TPO_AUR_dn,Layerd,LR,0.7009,0.644,0.6136,0.658,0.6148,0.6192,0.696875,153.0,223.0,97.0,94.0
922,NCCT_TPO_AUR_dn,Layerd,KNN,0.6732,0.63,0.6017,0.6359,0.5853,0.628,0.64375,155.0,206.0,114.0,92.0
923,NCCT_TPO_AUR_dn,Layerd,NB,0.5906,0.6851,0.6088,0.5867,0.4993,0.7858,0.3875,194.0,124.0,196.0,53.0
924,NCCT_TPO_AUR_dn,Pattern,MLP,0.7247,0.6532,0.6245,0.6791,0.6447,0.619,0.7391304347826086,153.0,238.0,84.0,94.0
925,NCCT_TPO_AUR_dn,Pattern,GBT,0.731,0.6292,0.6168,0.6717,0.6393,0.6037,0.7391304347826086,149.0,238.0,84.0,98.0
926,NCCT_TPO_AUR_dn,Pattern,RF,0.7246,0.6439,0.6264,0.6728,0.6322,0.6278,0.717391304347826,155.0,231.0,91.0,92.0
927,NCCT_TPO_AUR_dn,Pattern,LR,0.7132,0.6362,0.6085,0.6653,0.6345,0.5912,0.7391304347826086,146.0,238.0,84.0,101.0
928,NCCT_TPO_AUR_dn,Pattern,KNN,0.6723,0.6033,0.5868,0.6185,0.5598,0.6278,0.6086956521739131,155.0,196.0,126.0,92.0
929,NCCT_TPO_AUR_dn,Pattern,NB,0.5787,0.6852,0.604,0.5781,0.4922,0.7895,0.36645962732919257,195.0,118.0,204.0,52.0
